Age,Gender,Region,Industry,Work_Arrangement,Hours_Per_Week,Burnout_Level,Work_Life_Balance_Score,Social_Isolation_Score,Avg_Salary,Physical_Health_Count,Mental_Health_Score
58,Female,South America,Technology,Remote,52,3,5,2,90000.0,3,1
37,Female,Africa,Technology,Remote,54,2,3,3,110000.0,1,0
52,Female,Asia,Manufacturing,Hybrid,62,3,2,3,70000.0,1,3
37,Male,Africa,Manufacturing,Hybrid,47,2,1,4,90000.0,3,1
52,Male,South America,Finance,Onsite,36,1,1,3,110000.0,1,3
22,Male,Oceania,Marketing,Onsite,40,3,3,2,70000.0,4,0
30,Male,Europe,Manufacturing,Onsite,50,2,4,2,70000.0,0,0
34,Male,North America,Professional Services,Onsite,37,1,3,3,90000.0,4,5
43,Male,Europe,Professional Services,Onsite,65,1,5,1,70000.0,1,4
27,Male,North America,Technology,Hybrid,49,3,1,3,70000.0,4,0
35,Female,Africa,Education,Onsite,47,1,2,3,110000.0,1,4
23,Male,Oceania,Customer Service,Onsite,46,2,4,2,90000.0,2,3
29,Male,Oceania,Technology,Hybrid,50,1,3,2,70000.0,3,0
31,Male,Africa,Finance,Remote,37,2,3,1,70000.0,2,3
29,Female,Asia,Customer Service,Hybrid,42,2,4,3,50000.0,3,0
59,Male,North America,Healthcare,Onsite,50,1,3,2,50000.0,1,1
24,Female,Oceania,Technology,Hybrid,55,2,4,2,120000.0,1,0
33,Female,Oceania,Healthcare,Onsite,46,1,5,2,90000.0,1,3
31,Female,Oceania,Retail,Onsite,49,2,3,1,70000.0,2,0
36,Male,Asia,Finance,Onsite,43,1,3,2,70000.0,0,4
28,Female,North America,Manufacturing,Hybrid,59,3,1,2,90000.0,1,5
64,Female,North America,Professional Services,Hybrid,45,3,3,3,120000.0,2,3
27,Male,Oceania,Technology,Onsite,61,3,4,1,120000.0,0,4
30,Female,South America,Professional Services,Onsite,54,3,3,4,70000.0,3,2
28,Male,Africa,Finance,Onsite,43,2,4,2,90000.0,3,6
34,Male,Oceania,Retail,Onsite,38,2,3,4,90000.0,3,1
46,Male,South America,Professional Services,Onsite,57,2,3,2,70000.0,2,0
29,Female,Europe,Healthcare,Hybrid,64,3,3,1,90000.0,0,1
43,Male,North America,Professional Services,Hybrid,53,2,2,3,90000.0,0,0
48,Female,Asia,Professional Services,Hybrid,45,2,2,3,70000.0,0,2
46,Male,South America,Healthcare,Onsite,40,2,3,2,70000.0,3,4
30,Female,South America,Manufacturing,Onsite,46,2,3,1,70000.0,2,2
34,Male,Africa,Retail,Onsite,38,1,4,2,90000.0,2,3
50,Male,Africa,Manufacturing,Hybrid,60,2,3,5,90000.0,1,3
61,Male,South America,Manufacturing,Remote,65,2,2,4,70000.0,3,2
60,Female,North America,Marketing,Onsite,36,2,3,4,50000.0,3,0
54,Female,Europe,Retail,Onsite,58,2,3,2,50000.0,0,3
44,Male,Africa,Professional Services,Onsite,51,3,4,1,90000.0,2,2
39,Male,North America,Technology,Remote,39,3,2,4,90000.0,1,1
58,Female,Africa,Marketing,Hybrid,64,2,3,2,90000.0,4,0
29,Male,South America,Professional Services,Onsite,46,2,2,3,90000.0,2,3
63,Male,Europe,Professional Services,Remote,59,2,3,1,50000.0,3,0
27,Male,Oceania,Manufacturing,Hybrid,48,1,3,4,50000.0,1,0
50,Male,Oceania,Customer Service,Hybrid,65,3,2,2,50000.0,1,2
23,Female,Asia,Marketing,Onsite,65,3,3,4,90000.0,1,1
22,Female,South America,Technology,Hybrid,45,2,4,4,70000.0,2,6
35,Female,Europe,Manufacturing,Hybrid,48,2,3,4,70000.0,1,3
37,Female,South America,Marketing,Hybrid,43,3,3,4,110000.0,0,0
27,Female,Africa,Professional Services,Onsite,43,2,3,4,90000.0,2,5
44,Female,Oceania,Customer Service,Onsite,51,3,3,2,90000.0,2,3
24,Female,Asia,Education,Onsite,57,1,4,1,50000.0,0,6
28,Male,Europe,Healthcare,Onsite,58,1,2,2,90000.0,2,3
61,Male,North America,Retail,Remote,35,1,2,2,90000.0,3,2
43,Female,North America,Finance,Onsite,37,2,3,2,90000.0,1,6
38,Male,Europe,Finance,Hybrid,39,2,2,1,70000.0,0,0
34,Male,Oceania,Education,Hybrid,45,3,4,1,120000.0,4,2
22,Male,South America,Finance,Onsite,41,3,3,1,110000.0,3,2
42,Female,Oceania,Manufacturing,Onsite,35,2,1,4,90000.0,3,4
52,Female,Oceania,Manufacturing,Hybrid,54,2,4,4,50000.0,2,0
39,Male,Oceania,Healthcare,Onsite,37,1,2,2,90000.0,1,5
31,Male,North America,Education,Onsite,39,3,3,2,90000.0,1,0
45,Male,Africa,Finance,Onsite,52,1,3,3,50000.0,3,1
40,Female,South America,Manufacturing,Onsite,38,2,3,2,110000.0,3,3
60,Female,Asia,Manufacturing,Hybrid,44,3,3,4,90000.0,1,0
49,Male,South America,Manufacturing,Onsite,56,1,4,2,90000.0,2,0
59,Male,Africa,Manufacturing,Onsite,46,2,1,3,70000.0,0,5
22,Female,South America,Finance,Hybrid,35,2,3,3,70000.0,2,3
52,Female,Africa,Healthcare,Onsite,56,1,3,3,90000.0,2,2
53,Male,Africa,Professional Services,Onsite,55,3,2,2,120000.0,3,5
32,Female,Africa,Healthcare,Remote,50,3,3,3,110000.0,0,4
54,Male,Oceania,Manufacturing,Hybrid,52,3,5,2,120000.0,0,5
51,Male,Europe,Finance,Onsite,38,2,3,2,90000.0,2,0
42,Female,North America,Technology,Onsite,65,3,3,5,70000.0,2,5
31,Male,South America,Retail,Onsite,45,2,2,1,90000.0,2,0
50,Male,North America,Technology,Remote,51,1,5,4,90000.0,2,0
37,Female,North America,Technology,Onsite,38,1,4,2,70000.0,3,0
38,Male,Africa,Healthcare,Onsite,42,1,2,3,70000.0,2,6
42,Female,Asia,Manufacturing,Remote,47,3,3,1,50000.0,1,0
60,Female,South America,Education,Onsite,48,3,3,2,70000.0,5,0
24,Female,Africa,Finance,Onsite,38,1,4,3,70000.0,3,6
34,Female,Europe,Finance,Onsite,65,2,2,1,110000.0,2,0
23,Female,Europe,Retail,Onsite,44,3,3,3,70000.0,0,1
65,Female,Oceania,Professional Services,Onsite,48,3,3,2,90000.0,1,2
55,Female,Asia,Professional Services,Remote,49,3,4,5,110000.0,1,5
44,Male,North America,Marketing,Onsite,62,2,3,2,70000.0,1,4
63,Male,Oceania,Manufacturing,Hybrid,41,2,4,2,90000.0,2,0
62,Male,Oceania,Professional Services,Hybrid,53,2,5,1,70000.0,1,2
49,Male,South America,Professional Services,Onsite,59,1,4,4,90000.0,3,0
43,Female,Europe,Manufacturing,Remote,47,3,5,3,90000.0,4,5
43,Male,Oceania,Marketing,Hybrid,61,3,3,3,90000.0,1,0
39,Female,Africa,Technology,Onsite,46,1,4,2,70000.0,3,2
65,Male,Europe,Finance,Remote,40,1,5,5,90000.0,2,6
45,Male,Oceania,Professional Services,Onsite,35,1,1,2,90000.0,1,1
48,Female,Asia,Retail,Hybrid,56,1,1,1,110000.0,0,1
52,Female,South America,Manufacturing,Hybrid,50,2,1,5,70000.0,1,5
40,Male,Europe,Professional Services,Onsite,38,2,1,3,50000.0,2,2
60,Male,Oceania,Education,Onsite,60,1,4,2,70000.0,0,4
30,Male,North America,Finance,Hybrid,43,3,2,1,70000.0,2,5
29,Female,Europe,Manufacturing,Onsite,58,2,2,3,90000.0,3,5
62,Female,Africa,Education,Onsite,48,2,5,2,70000.0,2,4
64,Female,North America,Professional Services,Onsite,64,3,2,2,90000.0,3,1
64,Male,Africa,Manufacturing,Remote,37,3,4,5,70000.0,1,0
53,Female,Oceania,Healthcare,Remote,39,3,3,5,90000.0,2,3
57,Female,Africa,Customer Service,Onsite,55,1,3,1,50000.0,1,1
41,Male,Europe,Healthcare,Remote,58,3,3,4,120000.0,2,3
27,Male,Europe,Professional Services,Hybrid,47,3,5,2,110000.0,3,5
48,Male,Asia,Manufacturing,Onsite,59,2,4,3,110000.0,2,4
33,Male,North America,Technology,Hybrid,38,1,2,3,70000.0,1,2
47,Female,Oceania,Professional Services,Onsite,58,2,1,1,90000.0,2,4
42,Male,Asia,Retail,Onsite,60,2,3,1,90000.0,1,0
47,Female,Oceania,Professional Services,Onsite,62,1,1,2,110000.0,3,2
55,Female,Oceania,Marketing,Onsite,48,1,2,3,110000.0,3,3
32,Female,South America,Professional Services,Onsite,35,2,3,2,90000.0,2,2
64,Female,South America,Technology,Hybrid,37,2,3,4,70000.0,2,3
39,Female,Oceania,Marketing,Onsite,51,1,3,2,110000.0,0,0
27,Male,Europe,Marketing,Onsite,38,2,5,3,120000.0,1,1
45,Female,Asia,Finance,Onsite,63,2,4,4,120000.0,0,0
60,Female,Asia,Professional Services,Hybrid,45,3,3,4,110000.0,2,4
52,Female,North America,Marketing,Onsite,46,3,4,2,50000.0,2,2
29,Male,Europe,Healthcare,Onsite,39,3,3,1,90000.0,1,4
23,Male,Asia,Customer Service,Hybrid,58,2,2,3,110000.0,4,6
34,Male,South America,Manufacturing,Hybrid,53,1,2,4,110000.0,1,1
34,Female,North America,Marketing,Hybrid,39,3,3,3,50000.0,2,5
45,Female,South America,Technology,Remote,64,3,1,4,50000.0,2,3
30,Female,South America,Technology,Hybrid,44,3,3,3,110000.0,1,2
22,Female,Europe,Healthcare,Remote,64,2,3,4,70000.0,1,6
44,Female,Oceania,Professional Services,Onsite,43,2,2,4,50000.0,0,6
62,Male,South America,Marketing,Onsite,38,2,4,1,70000.0,3,1
36,Female,Europe,Professional Services,Onsite,38,3,2,3,70000.0,2,4
23,Male,North America,Technology,Hybrid,55,3,3,4,110000.0,3,4
48,Female,Oceania,Education,Onsite,46,2,2,2,110000.0,1,3
36,Male,Europe,Healthcare,Onsite,38,1,1,2,90000.0,2,0
46,Female,North America,Retail,Remote,55,1,3,4,70000.0,1,0
46,Male,Africa,Professional Services,Remote,36,3,4,2,70000.0,2,3
44,Female,Africa,Manufacturing,Onsite,48,2,3,4,90000.0,1,4
42,Female,Asia,Technology,Onsite,43,2,3,2,110000.0,2,4
37,Male,Oceania,Technology,Remote,43,1,3,4,110000.0,2,4
25,Female,Africa,Finance,Remote,47,3,4,4,90000.0,2,5
56,Female,North America,Professional Services,Hybrid,57,3,2,4,50000.0,4,5
46,Male,Asia,Education,Onsite,49,1,3,1,70000.0,2,0
61,Female,Africa,Technology,Onsite,39,2,3,3,90000.0,2,6
39,Male,Africa,Healthcare,Hybrid,35,3,3,3,120000.0,2,6
62,Female,South America,Marketing,Onsite,54,2,2,3,50000.0,3,2
34,Female,Asia,Professional Services,Onsite,40,1,3,2,90000.0,1,1
40,Male,Asia,Professional Services,Hybrid,54,3,3,2,50000.0,1,3
36,Male,South America,Professional Services,Onsite,48,2,3,1,110000.0,2,6
55,Male,South America,Education,Hybrid,38,3,2,4,90000.0,1,0
46,Male,North America,Marketing,Onsite,62,2,3,1,70000.0,1,1
45,Female,Africa,Finance,Hybrid,45,2,3,1,70000.0,3,1
45,Male,Asia,Technology,Hybrid,58,3,4,5,120000.0,2,6
25,Female,Africa,Finance,Onsite,43,2,5,2,70000.0,3,6
42,Male,North America,Manufacturing,Remote,50,3,5,5,90000.0,2,3
24,Male,Africa,Technology,Onsite,60,3,1,3,50000.0,2,2
54,Female,Africa,Technology,Hybrid,42,3,2,2,70000.0,1,0
49,Female,Europe,Customer Service,Onsite,52,2,3,2,90000.0,1,2
23,Female,North America,Technology,Onsite,36,2,5,4,70000.0,3,0
40,Male,Africa,Technology,Remote,45,3,4,1,70000.0,1,6
33,Male,Africa,Professional Services,Hybrid,58,3,4,3,70000.0,0,5
28,Male,Europe,Finance,Onsite,37,2,5,2,50000.0,1,3
28,Male,Oceania,Customer Service,Onsite,49,1,2,2,120000.0,3,1
27,Female,Africa,Professional Services,Onsite,59,2,4,3,50000.0,1,0
45,Female,Oceania,Manufacturing,Onsite,40,2,3,4,70000.0,1,0
40,Female,Asia,Retail,Onsite,55,1,5,3,110000.0,1,4
44,Male,Europe,Professional Services,Onsite,47,2,3,1,70000.0,0,5
52,Male,South America,Education,Hybrid,35,1,4,1,70000.0,3,5
25,Male,Europe,Professional Services,Hybrid,45,3,5,5,70000.0,2,6
47,Female,North America,Customer Service,Remote,38,2,3,4,70000.0,5,2
46,Male,South America,Finance,Onsite,64,2,1,2,50000.0,2,5
50,Male,Africa,Professional Services,Onsite,65,2,5,1,50000.0,2,3
50,Female,Asia,Professional Services,Hybrid,55,2,3,3,70000.0,2,6
38,Male,Oceania,Technology,Onsite,60,2,3,2,50000.0,1,0
43,Male,Africa,Education,Onsite,52,3,2,3,90000.0,0,2
22,Male,Asia,Professional Services,Hybrid,60,2,3,2,90000.0,2,0
54,Female,Europe,Professional Services,Onsite,36,3,3,2,70000.0,2,0
36,Male,North America,Retail,Hybrid,37,3,4,1,50000.0,2,6
44,Female,Asia,Healthcare,Remote,57,3,5,3,90000.0,1,3
58,Female,Africa,Technology,Onsite,49,1,5,1,70000.0,1,6
44,Male,Africa,Technology,Remote,39,3,4,4,70000.0,1,3
65,Female,Europe,Professional Services,Hybrid,65,3,3,2,90000.0,2,0
46,Male,Africa,Professional Services,Onsite,46,1,3,1,110000.0,2,0
29,Male,South America,Technology,Hybrid,63,2,4,2,120000.0,2,0
63,Female,Europe,Finance,Hybrid,44,2,5,2,50000.0,2,3
53,Female,Europe,Technology,Remote,41,1,5,3,90000.0,3,4
35,Male,North America,Manufacturing,Remote,42,2,2,5,70000.0,3,6
57,Male,North America,Professional Services,Onsite,59,3,2,1,50000.0,3,4
40,Male,Africa,Healthcare,Onsite,45,1,3,2,70000.0,0,4
61,Male,Africa,Professional Services,Onsite,45,2,4,4,50000.0,2,4
49,Male,Oceania,Education,Hybrid,56,1,2,1,50000.0,3,6
44,Female,South America,Professional Services,Onsite,36,2,2,3,70000.0,1,1
62,Male,Europe,Customer Service,Onsite,46,2,5,1,50000.0,2,2
32,Female,Africa,Finance,Hybrid,43,2,3,2,110000.0,3,0
52,Male,Europe,Manufacturing,Hybrid,44,1,1,2,70000.0,3,6
46,Male,South America,Education,Onsite,56,2,2,3,110000.0,1,3
29,Female,Europe,Finance,Onsite,48,2,3,4,50000.0,1,2
40,Male,Oceania,Professional Services,Onsite,48,3,3,4,70000.0,0,5
60,Female,Europe,Technology,Remote,44,2,3,2,70000.0,2,3
27,Male,Africa,Professional Services,Onsite,37,2,3,2,50000.0,2,0
59,Female,North America,Marketing,Onsite,55,2,3,2,110000.0,2,5
23,Male,Asia,Professional Services,Onsite,54,1,1,2,110000.0,4,3
27,Female,South America,Professional Services,Remote,60,3,4,5,90000.0,4,5
34,Female,Europe,Healthcare,Onsite,64,2,5,1,90000.0,2,1
37,Female,Europe,Professional Services,Onsite,58,2,3,1,110000.0,2,2
27,Female,North America,Education,Hybrid,60,1,3,4,70000.0,1,1
24,Female,North America,Manufacturing,Onsite,55,3,4,1,110000.0,1,4
65,Female,North America,Education,Onsite,55,3,3,1,90000.0,2,0
53,Female,South America,Finance,Onsite,54,2,3,3,70000.0,2,1
53,Female,North America,Professional Services,Remote,51,3,5,2,120000.0,2,2
51,Female,North America,Retail,Remote,49,1,4,3,90000.0,3,6
30,Male,Asia,Professional Services,Hybrid,56,2,3,2,110000.0,0,3
61,Male,Asia,Education,Onsite,63,1,2,3,120000.0,3,0
25,Male,Africa,Professional Services,Hybrid,40,3,3,3,70000.0,0,0
31,Male,Africa,Finance,Remote,53,2,5,4,70000.0,2,5
25,Female,Oceania,Healthcare,Onsite,38,1,2,1,110000.0,2,1
25,Male,Europe,Marketing,Onsite,35,2,4,1,90000.0,1,2
55,Male,Oceania,Technology,Remote,53,3,3,3,50000.0,0,5
42,Male,South America,Technology,Onsite,51,2,4,3,90000.0,1,6
63,Male,Europe,Manufacturing,Onsite,49,2,4,1,90000.0,1,0
43,Female,Asia,Professional Services,Onsite,60,3,5,4,110000.0,2,5
45,Female,South America,Professional Services,Onsite,43,3,3,2,110000.0,3,2
22,Male,Africa,Healthcare,Onsite,59,2,5,2,90000.0,1,4
58,Female,North America,Technology,Hybrid,50,2,3,3,70000.0,4,3
26,Male,Africa,Technology,Hybrid,65,1,4,2,110000.0,0,6
33,Female,Asia,Manufacturing,Onsite,50,1,4,1,50000.0,3,5
32,Female,Europe,Professional Services,Onsite,46,2,3,2,90000.0,0,0
28,Female,Asia,Technology,Hybrid,41,3,4,3,120000.0,0,5
49,Female,North America,Technology,Hybrid,49,1,3,2,90000.0,1,3
52,Male,Oceania,Technology,Onsite,54,1,2,2,70000.0,2,4
22,Male,South America,Education,Onsite,61,2,2,4,110000.0,2,4
42,Male,South America,Healthcare,Hybrid,58,2,4,3,90000.0,2,0
63,Male,North America,Technology,Hybrid,43,3,2,1,50000.0,1,6
25,Female,Oceania,Technology,Remote,50,2,5,3,50000.0,4,0
63,Female,Oceania,Finance,Remote,36,3,5,3,50000.0,1,0
45,Female,Oceania,Retail,Onsite,54,3,1,1,120000.0,2,6
56,Female,Asia,Healthcare,Hybrid,62,2,5,3,70000.0,2,2
53,Female,Europe,Finance,Onsite,48,1,5,2,110000.0,2,0
60,Male,Oceania,Technology,Onsite,56,2,1,2,90000.0,2,0
53,Female,Africa,Healthcare,Onsite,35,3,4,1,70000.0,3,3
61,Female,South America,Manufacturing,Remote,62,2,3,2,90000.0,1,6
47,Male,Asia,Education,Hybrid,48,3,4,3,110000.0,2,0
44,Male,South America,Professional Services,Hybrid,35,2,4,1,70000.0,0,2
38,Male,Oceania,Education,Onsite,57,2,4,2,120000.0,3,4
65,Female,Europe,Technology,Remote,47,3,2,2,70000.0,4,0
24,Male,Asia,Healthcare,Onsite,55,1,2,2,70000.0,1,0
63,Female,Asia,Technology,Onsite,38,3,3,1,110000.0,4,6
53,Female,Asia,Marketing,Remote,52,3,3,3,120000.0,2,1
63,Male,South America,Professional Services,Hybrid,46,2,4,2,90000.0,4,0
44,Male,Europe,Education,Hybrid,36,3,2,3,70000.0,1,0
37,Female,Oceania,Finance,Hybrid,62,3,4,3,90000.0,0,4
54,Male,Europe,Education,Hybrid,65,2,1,3,110000.0,1,3
42,Male,Asia,Education,Onsite,51,2,3,3,120000.0,1,3
47,Female,Africa,Customer Service,Onsite,53,1,1,4,70000.0,1,6
59,Female,Oceania,Finance,Hybrid,60,2,3,4,70000.0,4,5
61,Male,Africa,Technology,Hybrid,50,2,1,4,90000.0,2,3
51,Female,South America,Technology,Remote,42,2,2,4,70000.0,3,4
40,Female,North America,Education,Remote,37,2,2,4,50000.0,1,4
59,Female,North America,Professional Services,Onsite,48,3,4,2,70000.0,3,5
44,Female,South America,Professional Services,Onsite,53,3,1,1,70000.0,3,0
50,Female,Europe,Education,Onsite,43,3,5,1,50000.0,4,5
60,Female,Europe,Technology,Hybrid,44,3,5,3,90000.0,1,5
43,Male,Europe,Professional Services,Hybrid,42,2,3,2,90000.0,2,1
50,Male,Europe,Education,Hybrid,42,2,2,4,50000.0,2,5
23,Female,Asia,Healthcare,Hybrid,41,3,5,1,70000.0,3,4
42,Male,Oceania,Retail,Remote,51,2,3,4,50000.0,1,0
31,Female,Asia,Technology,Onsite,47,2,3,1,90000.0,2,4
52,Female,Asia,Education,Hybrid,54,2,4,4,70000.0,2,0
54,Female,Oceania,Education,Onsite,49,2,3,2,50000.0,1,3
22,Male,Africa,Technology,Hybrid,51,3,3,3,70000.0,1,6
43,Male,Europe,Healthcare,Onsite,49,1,2,2,70000.0,3,4
32,Male,Oceania,Professional Services,Onsite,57,3,4,4,50000.0,1,6
33,Female,Oceania,Technology,Hybrid,43,2,4,2,90000.0,2,1
26,Male,Europe,Manufacturing,Remote,41,2,3,3,110000.0,3,5
64,Female,Africa,Customer Service,Hybrid,51,3,5,3,70000.0,3,0
57,Female,Africa,Professional Services,Onsite,55,1,1,2,50000.0,2,4
43,Male,Africa,Manufacturing,Hybrid,63,2,2,3,90000.0,2,0
36,Male,North America,Professional Services,Onsite,52,1,3,1,70000.0,2,0
50,Female,Europe,Healthcare,Onsite,53,1,4,2,70000.0,3,4
47,Male,South America,Professional Services,Remote,55,3,3,5,70000.0,2,5
38,Male,Oceania,Retail,Hybrid,63,2,3,2,70000.0,3,1
49,Female,Africa,Technology,Onsite,36,1,5,3,50000.0,2,0
43,Female,South America,Retail,Remote,48,2,3,4,90000.0,2,0
56,Female,North America,Healthcare,Onsite,52,1,3,2,90000.0,3,3
58,Male,Asia,Professional Services,Onsite,48,3,2,3,70000.0,2,0
23,Male,South America,Professional Services,Onsite,61,3,5,2,120000.0,3,0
46,Female,North America,Finance,Onsite,54,2,3,3,110000.0,1,0
27,Male,Europe,Marketing,Onsite,40,1,5,1,90000.0,5,2
38,Female,Oceania,Manufacturing,Hybrid,43,3,3,3,90000.0,3,5
63,Female,Asia,Finance,Onsite,37,3,4,1,120000.0,2,5
55,Male,Asia,Marketing,Onsite,40,2,4,1,90000.0,2,4
34,Male,South America,Finance,Onsite,43,2,3,5,50000.0,0,3
57,Male,Europe,Healthcare,Onsite,43,2,5,1,70000.0,1,5
61,Male,South America,Finance,Hybrid,52,3,2,2,120000.0,1,2
26,Male,Oceania,Professional Services,Onsite,43,1,4,1,70000.0,2,2
43,Male,Asia,Professional Services,Hybrid,58,1,4,3,90000.0,2,0
35,Female,Europe,Professional Services,Onsite,42,1,3,3,110000.0,4,5
35,Male,North America,Manufacturing,Onsite,38,3,1,3,90000.0,3,5
44,Female,Oceania,Professional Services,Onsite,64,2,3,3,70000.0,1,3
26,Male,South America,Marketing,Remote,56,2,1,3,90000.0,1,1
46,Female,Europe,Technology,Hybrid,41,2,4,3,50000.0,2,1
59,Female,Africa,Technology,Remote,38,2,3,4,110000.0,2,2
61,Female,South America,Healthcare,Hybrid,49,3,4,2,50000.0,2,0
41,Male,Asia,Technology,Onsite,50,1,5,1,70000.0,1,1
65,Male,South America,Professional Services,Hybrid,40,3,3,4,90000.0,3,6
40,Female,Africa,Professional Services,Hybrid,65,1,4,2,90000.0,3,4
44,Male,North America,Finance,Hybrid,53,3,3,4,70000.0,1,4
49,Male,Oceania,Professional Services,Remote,49,2,2,4,110000.0,3,1
62,Female,Asia,Professional Services,Hybrid,59,3,2,4,70000.0,2,4
30,Male,Asia,Customer Service,Remote,52,3,5,4,90000.0,2,3
42,Male,Oceania,Education,Hybrid,38,2,2,3,110000.0,2,3
25,Female,Europe,Technology,Remote,47,2,4,3,90000.0,2,4
55,Female,Europe,Finance,Onsite,55,3,5,2,50000.0,3,5
27,Male,Africa,Finance,Hybrid,56,2,2,2,70000.0,1,4
65,Female,North America,Professional Services,Onsite,46,1,2,3,50000.0,3,4
28,Female,South America,Customer Service,Onsite,61,3,3,2,70000.0,2,4
55,Female,Asia,Professional Services,Onsite,37,3,3,3,70000.0,2,0
36,Male,Asia,Healthcare,Onsite,41,2,3,2,90000.0,2,4
23,Male,Asia,Technology,Hybrid,62,2,3,1,70000.0,1,6
58,Female,South America,Manufacturing,Onsite,48,2,1,1,90000.0,3,1
59,Female,Oceania,Professional Services,Onsite,58,2,1,4,90000.0,1,1
29,Male,Europe,Retail,Onsite,46,1,3,2,110000.0,3,3
23,Female,Africa,Technology,Remote,54,3,3,4,50000.0,2,3
54,Male,Europe,Healthcare,Onsite,45,1,1,1,90000.0,1,3
61,Male,Europe,Retail,Onsite,36,2,2,3,90000.0,3,6
64,Male,Africa,Technology,Onsite,42,2,4,4,50000.0,1,1
23,Female,Africa,Marketing,Onsite,59,1,4,4,70000.0,2,1
42,Male,South America,Manufacturing,Remote,65,3,3,2,120000.0,3,6
23,Female,Asia,Professional Services,Hybrid,36,1,4,1,70000.0,2,6
29,Female,Europe,Technology,Onsite,54,1,2,1,70000.0,2,0
46,Male,North America,Customer Service,Onsite,56,3,4,4,90000.0,2,6
44,Male,Asia,Marketing,Onsite,56,1,2,1,90000.0,4,6
23,Male,Oceania,Manufacturing,Hybrid,62,3,1,4,90000.0,2,0
42,Female,Oceania,Education,Onsite,65,2,5,1,70000.0,2,4
62,Male,South America,Customer Service,Remote,53,3,2,2,90000.0,3,2
46,Female,South America,Marketing,Onsite,63,1,5,3,50000.0,0,4
31,Male,South America,Marketing,Onsite,53,2,3,1,90000.0,3,5
23,Female,Oceania,Technology,Onsite,60,3,1,3,90000.0,2,1
45,Female,Asia,Customer Service,Onsite,51,3,3,1,70000.0,1,2
62,Female,Africa,Technology,Onsite,41,1,1,1,90000.0,1,6
63,Male,Oceania,Education,Onsite,37,2,3,2,110000.0,3,3
44,Female,Oceania,Professional Services,Hybrid,40,1,2,2,110000.0,0,4
36,Female,Oceania,Education,Hybrid,62,2,3,2,90000.0,2,6
65,Male,Africa,Marketing,Onsite,43,3,5,3,120000.0,0,1
24,Male,Africa,Technology,Hybrid,48,2,2,4,110000.0,4,4
50,Male,Asia,Education,Onsite,61,2,3,2,90000.0,3,4
58,Male,North America,Marketing,Onsite,48,3,2,2,70000.0,2,0
63,Male,Europe,Professional Services,Onsite,63,3,4,4,90000.0,1,6
29,Female,Asia,Customer Service,Onsite,36,2,3,1,70000.0,0,4
31,Male,South America,Education,Hybrid,46,2,3,3,120000.0,2,1
34,Male,South America,Professional Services,Onsite,47,1,3,2,70000.0,4,2
43,Male,Europe,Professional Services,Onsite,50,2,5,1,70000.0,2,5
40,Male,Oceania,Retail,Hybrid,65,3,3,4,110000.0,2,6
52,Female,North America,Retail,Onsite,46,1,4,3,50000.0,3,3
37,Male,Africa,Marketing,Hybrid,57,2,4,3,50000.0,2,5
44,Female,Oceania,Retail,Remote,49,2,5,3,70000.0,2,2
54,Female,Europe,Retail,Onsite,38,2,5,4,90000.0,3,4
25,Male,Asia,Professional Services,Onsite,56,3,3,1,110000.0,0,0
45,Female,South America,Professional Services,Onsite,49,3,5,2,70000.0,1,0
38,Female,Asia,Healthcare,Hybrid,43,2,3,1,70000.0,1,1
49,Female,Europe,Professional Services,Onsite,37,2,3,2,90000.0,3,2
29,Female,Oceania,Healthcare,Onsite,44,1,3,5,90000.0,2,0
64,Female,South America,Education,Hybrid,38,2,4,2,110000.0,2,0
43,Female,North America,Finance,Onsite,56,3,3,4,70000.0,2,6
31,Male,Asia,Finance,Onsite,50,3,3,1,90000.0,1,0
26,Male,Asia,Retail,Remote,38,3,5,2,110000.0,2,3
42,Female,South America,Customer Service,Onsite,57,2,3,2,90000.0,1,2
36,Male,South America,Manufacturing,Remote,57,1,2,3,50000.0,3,1
60,Male,South America,Finance,Hybrid,65,3,1,2,90000.0,3,3
29,Male,Europe,Finance,Onsite,42,2,4,3,110000.0,2,6
43,Male,Oceania,Retail,Onsite,63,3,3,1,90000.0,3,0
51,Female,Europe,Professional Services,Hybrid,36,1,4,4,50000.0,1,0
57,Female,Africa,Healthcare,Onsite,57,2,3,1,50000.0,1,6
46,Male,North America,Technology,Remote,53,2,3,4,90000.0,3,4
33,Male,South America,Technology,Onsite,52,1,3,2,70000.0,2,4
39,Male,Europe,Professional Services,Onsite,53,2,2,1,90000.0,3,3
26,Male,North America,Healthcare,Remote,44,3,2,5,90000.0,1,3
25,Female,Europe,Marketing,Remote,53,3,3,2,110000.0,1,0
33,Male,North America,Finance,Onsite,44,2,5,1,110000.0,3,5
50,Female,South America,Technology,Remote,65,3,3,3,90000.0,0,0
35,Female,South America,Technology,Remote,36,3,2,3,110000.0,1,0
26,Male,Asia,Professional Services,Onsite,55,2,3,2,50000.0,0,4
37,Female,Oceania,Technology,Hybrid,44,1,4,3,70000.0,2,4
25,Female,Europe,Technology,Hybrid,39,2,5,4,70000.0,4,5
25,Female,Europe,Healthcare,Onsite,38,3,4,1,90000.0,1,3
37,Male,Africa,Retail,Onsite,62,2,2,3,120000.0,2,0
65,Female,Africa,Manufacturing,Onsite,45,3,5,1,50000.0,1,3
27,Male,Asia,Retail,Hybrid,44,3,5,3,50000.0,3,6
